代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
000758	中色股份	-0.37	8.15	        160.48亿	     196913.45	    64.81	铅锌	  410.4万	0.00	          0.99	8.16	8.18	8.06	8.18	   2804	158314784	  0.81	-0.03	
000751	锌业股份	-0.72	5.50	         77.54亿	     140986.28	    68.53	铅锌	 -510.3万	0.00	          1.20	5.52	5.53	5.45	5.54	   2263	93183160	  0.91	-0.04	
000688	建新矿业	-1.19	8.27	         94.05亿	     113721.43	    76.71	铅锌	 -468.5万	0.12	          0.43	8.35	8.35	8.21	8.37	   1142	40336856	  0.69	-0.10	
000603	盛达矿业	-0.78	17.88	         69.22亿	      38714.07	    85.16	铅锌	 -871.1万	-0.11	          1.45	18.00	18.00	17.60	18.02	   1905	99923072	  0.72	-0.14	
000426	兴业矿业	-0.11	9.36	         90.16亿	      96324.59	   238.64	铅锌	 -377.2万	-0.10	          1.20	9.35	9.37	9.22	9.37	   2361	107639968	  0.56	-0.01	
000060	中金岭南	-0.78	10.20	        225.57亿	     221145.34	   259.13	铅锌	  -2459万	0.09	          0.84	10.25	10.29	10.07	10.28	   2294	188305856	  0.97	-0.08	
601677	明泰铝业	-0.13	15.80	         64.42亿	      40770.23	    28.13	铝	 -176.9万	0.06	          0.38	15.82	15.96	15.75	15.82	    709	24846120	  0.62	-0.02	
601600	中国铝业	0.52	3.87	        424.15亿	    1095983.25	   502.00	铝	  -1659万	0.25	          0.59	3.84	3.87	3.81	3.85	   1694	246382800	  1.36	0.02	
601388	怡球资源	-0.78	3.81	         77.17亿	     202540.00	--  	铝	  -1474万	0.00	          1.18	3.83	3.83	3.78	3.84	   1608	91022112	  1.06	-0.03	
600888	新疆众和	-0.63	7.94	         50.91亿	      64122.58	   125.14	铝	 -182.8万	-0.12	          1.24	7.94	8.00	7.83	7.99	   1240	62971872	  0.53	-0.05	
600768	宁波富邦	0.00	24.42	         32.66亿	      13374.71	--  	铝	   0.00	0.00	          0.00	--  	--  	--  	24.42	      1	0	  0.00	0.00	
600673	东阳光科	0.65	6.18	        151.87亿	     245741.63	   214.08	铝	   1390万	0.16	          0.50	6.13	6.19	6.11	6.14	   1252	75410232	  1.32	0.04	
600595	中孚实业	0.36	5.59	         84.68亿	     151487.38	    33.51	铝	  304.5万	-0.17	          0.84	5.55	5.64	5.54	5.57	   1861	71130752	  1.00	0.02	
600219	南山铝业	0.00	2.92	        206.97亿	     708796.06	    42.16	铝	  800.8万	0.00	          0.60	2.91	2.93	2.90	2.92	   1888	123961728	  0.91	0.00	
300489	中飞股份	-0.95	38.66	         16.77亿	       4338.50	   161.42	铝	 -151.6万	0.02	          2.54	39.00	39.03	38.21	39.03	    937	42510692	  0.85	-0.37	
300428	四通新材	-0.56	24.93	         15.56亿	       6240.00	    88.12	铝	  -1019万	0.08	          6.81	25.09	25.14	24.53	25.07	   1961	105130784	  0.79	-0.14	
300337	银邦股份	1.31	10.86	         76.90亿	      70809.42	  1910.05	铝	  228.3万	0.18	          1.00	10.76	10.88	10.40	10.72	   1206	76030784	  1.28	0.14	
300328	宜安科技	-0.68	13.10	         52.82亿	      40320.00	   192.90	铝	 -391.2万	0.07	          0.88	13.18	13.18	12.96	13.19	   1095	46159432	  0.79	-0.09	
002578	闽发铝业	--  	11.89	         32.62亿	      27430.63	   372.35	铝	--  	--  	          0.00	--  	--  	--  	11.89	      0	0	  0.00	--  	
002540	亚太科技	-0.72	8.28	         58.34亿	      70454.46	    29.89	铝	   0.00	0.12	          0.56	8.30	8.33	8.22	8.34	   1132	32752396	  0.54	-0.06	
002501	利源精制	-0.25	11.78	         78.90亿	      66979.35	    20.33	铝	 -593.3万	-0.08	          1.65	11.81	11.84	11.66	11.81	   1964	129569912	  0.79	-0.03	
002379	*ST鲁丰	1.44	6.34	         42.83亿	      67559.63	   404.59	铝	 -910.3万	0.00	          2.17	6.22	6.42	6.21	6.25	   1699	93032552	  0.56	0.09	
002333	罗普斯金	0.70	14.40	         69.84亿	      48496.96	    24.90	铝	   33.9万	0.27	          1.70	14.26	14.43	13.88	14.30	   2454	116456232	  0.53	0.10	
002160	常铝股份	--  	10.33	         44.91亿	      43471.23	    97.78	铝	--  	--  	          0.00	--  	--  	--  	10.33	      0	0	  0.00	--  	
002082	栋梁新材	-0.10	20.90	         42.93亿	      20542.60	    64.91	铝	   39.6万	0.48	          2.98	21.10	21.16	20.60	20.92	   1879	128031936	  0.62	-0.02	
000807	云铝股份	0.63	6.42	        110.54亿	     172183.20	   119.52	铝	  753.2万	-0.15	          0.93	6.38	6.45	6.35	6.38	   2545	102396456	  0.82	0.04	
000612	焦作万方	1.87	8.17	         80.98亿	      99117.27	    53.18	铝	 -842.4万	0.12	          2.02	8.03	8.19	7.90	8.02	   2467	161493920	  0.79	0.15	
601168	西部矿业	-0.42	7.19	        171.34亿	     238300.00	   279.11	铜	 -702.5万	0.00	          0.58	7.20	7.21	7.12	7.22	   1707	98994544	  0.73	-0.03	
601137	博威合金	-1.49	13.19	         56.72亿	      43000.00	    83.99	铜	 -191.4万	0.00	          1.03	13.36	13.36	13.00	13.39	   1388	58383076	  0.66	-0.20	
600490	鹏欣资源	-1.12	7.93	        117.28亿	     147900.00	   310.08	铜	  -1273万	-0.12	          0.80	8.00	8.04	7.89	8.02	   1460	94566464	  0.87	-0.09	
600362	江西铜业	-0.57	14.02	        290.95亿	     207524.73	    51.28	铜	  -2245万	0.28	          0.45	14.01	14.04	13.89	14.10	   1692	129307624	  1.01	-0.08	
600255	鑫科材料	0.00	4.40	         77.86亿	     176959.34	--  	铜	   0.00	0.00	          0.00	--  	--  	--  	4.40	      1	0	  0.00	0.00	
600139	西部资源	-1.24	11.15	         73.80亿	      66189.04	--  	铜	 -966.6万	0.00	          1.14	11.36	11.36	11.00	11.29	   1470	84021496	  0.61	-0.14	
002295	精艺股份	-1.53	17.38	         31.72亿	      18251.65	   491.11	铜	 -489.8万	-0.05	          2.71	17.52	17.84	17.22	17.65	   1717	86494896	  0.80	-0.27	
002203	海亮股份	5.49	8.07	        118.44亿	     146770.84	    22.84	铜	  -1461万	0.12	          2.94	7.89	8.42	7.89	7.65	   3266	353100512	  7.00	0.42	
002171	楚江新材	-1.90	18.05	         58.66亿	      32497.05	    50.82	铜	  -1095万	0.05	          2.51	18.46	18.50	17.83	18.40	   2088	147112880	  1.10	-0.35	
000878	云南铜业	-1.34	10.30	        145.89亿	     141639.20	   680.28	铜	  -2934万	0.09	          1.18	10.37	10.38	10.24	10.44	   2348	172390224	  1.32	-0.14	
000630	铜陵有色	0.00	2.63	        251.44亿	     956045.19	   271.97	铜	  -1512万	0.76	          0.69	2.62	2.63	2.60	2.63	   2798	173215440	  0.87	0.00	
603300	华铁科技	-1.50	13.09	         36.41亿	      27811.40	   118.06	钢加工	  -1195万	0.00	          2.73	13.24	13.39	13.02	13.29	   1513	99978352	  0.68	-0.20	
603028	赛福天	2.10	26.20	         14.46亿	       5520.00	   132.58	钢加工	   2931万	0.03	         11.18	25.56	26.30	24.96	25.66	   1900	159091600	  2.27	0.54	
601028	玉龙股份	-0.77	10.36	         81.12亿	      78302.57	   146.31	钢加工	 -710.8万	0.09	          1.45	10.30	10.42	10.15	10.44	   1605	116366904	  1.41	-0.08	
600992	贵绳股份	-1.73	14.24	         34.90亿	      24509.00	   207.56	钢加工	  139.4万	0.00	          1.84	14.40	14.51	14.12	14.49	   1203	64453336	  0.63	-0.25	
600782	新钢股份	-2.99	2.92	         81.38亿	     278689.63	    36.72	钢加工	  -1186万	-0.34	          1.56	2.97	2.98	2.89	3.01	   2408	127060192	  2.01	-0.09	
600558	大西洋	-0.39	5.13	         42.51亿	      82872.46	    80.33	钢加工	 -413.9万	0.39	          1.68	5.13	5.16	5.06	5.15	   1418	71203280	  0.70	-0.02	
600496	精工钢构	-0.44	4.52	         68.27亿	     151044.52	    36.06	钢加工	 -397.0万	0.00	          1.33	4.52	4.53	4.46	4.54	   1403	90391896	  0.66	-0.02	
600477	杭萧钢构	-2.52	11.22	         89.73亿	      79975.88	    26.73	钢加工	  -6477万	-0.08	          3.52	11.40	11.52	11.04	11.51	   2593	315892896	  0.86	-0.29	
600165	新日恒力	-1.90	12.41	         84.99亿	      68488.38	--  	钢加工	 -555.4万	-0.16	          0.45	12.58	12.64	12.38	12.65	    918	38597048	  1.01	-0.24	
300345	红宇新材	0.66	12.20	         34.23亿	      28054.52	   240.30	钢加工	   94.2万	0.32	          2.31	12.12	12.35	12.02	12.12	   1512	79255912	  1.33	0.08	
002743	富煌钢构	2.77	17.46	         19.39亿	      11108.00	    94.37	钢加工	   1168万	0.75	         19.92	16.90	17.58	16.78	16.99	   3492	382194464	  2.93	0.47	
002545	东方铁塔	1.77	11.50	         39.33亿	      34200.00	    77.25	钢加工	  469.3万	0.61	          4.39	11.30	11.54	11.01	11.30	   2426	169728784	  0.79	0.20	
002541	鸿路钢构	1.04	20.40	         33.81亿	      16572.81	    38.48	钢加工	  -24.6万	0.19	          2.94	20.20	20.56	20.10	20.19	   1426	99266328	  1.80	0.21	
002487	大金重工	-0.56	8.89	         48.01亿	      54000.00	    48.27	钢加工	  -87.6万	0.11	          0.65	8.90	8.92	8.81	8.94	   1491	30868254	  0.78	-0.05	
002443	金洲管道	4.40	13.99	         70.38亿	      50305.71	    69.30	钢加工	   9762万	0.35	          6.89	13.53	14.05	13.28	13.40	   3126	477997376	  2.48	0.59	
002359	齐星铁塔	2.30	28.95	        110.97亿	      38333.25	   264.62	钢加工	   2084万	0.10	          1.99	28.30	29.52	28.30	28.30	   1817	220661728	  1.39	0.65	
002352	鼎泰新材	-1.25	51.28	         68.19亿	      13298.25	   544.93	钢加工	  575.3万	0.03	          6.79	50.50	51.68	50.46	51.93	   3633	462259680	  0.65	-0.65	
002132	恒星科技	0.67	6.00	         42.86亿	      71434.43	    65.89	钢加工	 -604.5万	0.16	          3.22	5.92	6.03	5.84	5.96	   2867	136707584	  1.06	0.04	
000969	安泰科技	-1.29	12.22	        105.27亿	      86142.47	   483.13	钢加工	  -18.0万	0.00	          0.76	12.35	12.35	12.13	12.38	   2946	80279608	  0.87	-0.16	
000890	法 尔 胜	0.62	12.88	         48.89亿	      37955.58	    62.06	钢加工	  412.8万	0.15	          8.98	12.61	13.37	12.55	12.80	   3806	442921440	  1.21	0.08	
000778	新兴铸管	2.24	5.01	        182.51亿	     364296.69	    48.39	钢加工	  285.9万	-0.19	          2.67	4.91	5.07	4.90	4.90	   3197	484553312	  3.98	0.11	
000761	本钢板材	-1.05	5.64	        154.31亿	     273600.00	    48.45	钢加工	 -826.1万	0.00	          0.30	5.70	5.72	5.60	5.70	   1504	46609544	  0.86	-0.06	
000717	*ST韶钢	-1.15	4.30	        104.04亿	     241952.44	--  	钢加工	 -901.5万	0.00	          0.62	4.37	4.38	4.22	4.35	   1750	64566336	  0.82	-0.05	
600507	方大特钢	-2.56	6.10	         80.89亿	     132609.30	    15.62	特种钢	  -1764万	-0.16	          1.09	6.21	6.23	6.01	6.26	   2013	88318296	  1.76	-0.16	
600399	抚顺特钢	-1.49	7.29	         82.35亿	     112962.28	    45.56	特种钢	  -3325万	-0.13	          2.83	7.35	7.38	7.18	7.40	   2247	231596080	  1.22	-0.11	
600117	西宁特钢	-1.12	5.29	         39.21亿	      74121.92	--  	特种钢	  -1401万	0.18	          2.60	5.29	5.34	5.20	5.35	   1675	101170760	  1.57	-0.06	
002756	永兴特钢	-0.26	27.10	         37.36亿	      13785.75	    36.85	特种钢	  572.0万	-0.18	          2.60	27.00	27.36	26.61	27.17	   1409	96950048	  0.92	-0.07	
002423	*ST中特	-0.17	11.61	         54.05亿	      46551.00	--  	特种钢	   89.1万	0.00	          0.92	11.60	11.65	11.30	11.63	    982	48919044	  1.12	-0.02	
002318	久立特材	5.66	11.38	         92.90亿	      81630.13	    76.46	特种钢	   1553万	0.44	          4.98	11.85	11.85	10.81	10.77	   3829	460240416	  4.97	0.61	
002075	沙钢股份	--  	16.12	        355.73亿	     220677.06	   270.58	特种钢	--  	--  	          0.00	--  	--  	--  	16.12	      0	0	  0.00	--  	
000825	太钢不锈	0.56	3.61	        205.63亿	     569607.38	    34.10	特种钢	  496.4万	0.55	          0.29	3.58	3.61	3.56	3.59	   2004	58754880	  0.75	0.02	
000708	大冶特钢	-0.82	12.03	         54.06亿	      44940.85	    18.56	特种钢	  136.9万	-0.08	          1.22	12.08	12.12	11.84	12.13	   1231	65582808	  1.46	-0.10	
601969	海南矿业	0.44	11.40	         97.89亿	      85867.00	--  	普钢	  151.7万	0.44	          0.16	11.30	11.45	11.25	11.35	    599	15771822	  0.84	0.05	
601005	重庆钢铁	0.00	2.52	         47.92亿	     190171.38	--  	普钢	   0.00	0.00	          0.00	--  	--  	--  	2.52	      1	0	  0.00	0.00	
601003	柳钢股份	-1.09	3.63	         93.03亿	     256279.31	    58.88	普钢	 -575.3万	0.00	          0.42	3.64	3.68	3.58	3.67	   1127	38630360	  1.13	-0.04	
600808	马钢股份	-0.71	2.79	        166.50亿	     596775.13	    23.73	普钢	  -1809万	0.00	          0.50	2.80	2.81	2.75	2.81	   1629	82944216	  0.74	-0.02	
600784	鲁银投资	-1.52	9.70	         48.17亿	      49661.37	    41.28	普钢	  -3054万	0.00	          6.19	9.69	9.93	9.59	9.85	   2293	298767552	  1.50	-0.15	
600608	ST沪科	0.23	12.80	         40.75亿	      31837.14	--  	普钢	   0.00	0.15	          0.67	12.80	12.88	12.55	12.77	    711	27222984	  0.64	0.03	
600581	*ST八钢	0.54	5.55	         42.54亿	      76644.89	--  	普钢	  -16.1万	0.18	          1.49	5.53	5.64	5.46	5.52	   1305	63512056	  0.88	0.03	
600569	安阳钢铁	0.34	2.95	         70.61亿	     239368.45	    37.40	普钢	   1137万	0.68	          0.79	2.94	2.96	2.88	2.94	   1170	54858744	  1.14	0.01	
600532	宏达矿业	0.56	17.88	         70.85亿	      39623.44	--  	普钢	    2.6万	0.16	          0.75	17.95	17.96	17.72	17.78	    741	53044152	  0.77	0.10	
600307	酒钢宏兴	-0.75	2.63	        164.73亿	     626335.75	    36.23	普钢	 -238.6万	0.00	          0.74	2.63	2.64	2.61	2.65	   1668	120834632	  0.94	-0.02	
600282	南钢股份	-0.39	2.57	         99.61亿	     387575.25	    34.98	普钢	 -220.1万	0.00	          0.39	2.57	2.58	2.55	2.58	   1227	38444876	  0.65	-0.01	
600231	凌钢股份	-1.52	2.60	         41.81亿	     160800.44	--  	普钢	  -1058万	0.00	          1.33	2.62	2.63	2.58	2.64	   1305	55505424	  0.64	-0.04	
600126	杭钢股份	0.40	9.93	         83.31亿	      83893.88	    38.09	普钢	  -3737万	0.20	          8.84	10.19	10.64	9.89	9.89	   2739	757549504	  3.22	0.04	
600022	山东钢铁	-0.80	2.47	        203.08亿	     822201.00	   449.19	普钢	 -986.9万	0.00	          0.30	2.48	2.49	2.45	2.49	   1456	59865384	  0.93	-0.02	
600019	宝钢股份	-0.54	5.52	        906.62亿	    1642427.88	    13.10	普钢	 -422.2万	0.00	          0.25	5.55	5.55	5.46	5.55	   2546	226409760	  0.43	-0.03	
600010	包钢股份	-0.36	2.80	        440.78亿	    1574202.38	  1656.56	普钢	 -365.6万	0.35	          0.15	2.80	2.81	2.78	2.81	   1667	65039864	  0.77	-0.01	
600005	武钢股份	-2.16	3.17	        319.97亿	    1009378.00	    58.65	普钢	  -6241万	-0.31	          0.92	3.23	3.23	3.13	3.24	   2618	294683456	  0.71	-0.07	
002478	常宝股份	--  	13.13	         39.65亿	      30201.26	    46.71	普钢	--  	--  	          0.00	--  	--  	--  	13.13	      0	0	  0.00	--  	
002110	三钢闽光	-1.81	8.13	         43.47亿	      53470.00	    15.50	普钢	 -165.8万	0.00	          1.34	8.26	8.27	8.06	8.28	   1745	58189140	  0.78	-0.15	
000959	首钢股份	0.19	5.32	         64.17亿	     120615.02	   855.23	普钢	 -249.3万	0.18	          1.46	5.30	5.36	5.24	5.31	   1802	93372480	  0.43	0.01	
000932	华菱钢铁	-3.15	5.22	        157.39亿	     301506.59	--  	普钢	  -5507万	-0.19	          1.33	5.30	5.36	5.20	5.39	   2657	210344752	  1.12	-0.17	
000898	鞍钢股份	0.00	4.47	        274.86亿	     614897.63	    53.90	普钢	 -407.8万	0.00	          0.27	4.50	4.53	4.45	4.47	   2580	75263064	  0.56	0.00	
000709	河钢股份	0.65	3.10	        329.12亿	    1061689.75	    40.24	普钢	 -474.2万	0.00	          0.40	3.09	3.10	3.07	3.08	   2599	132527440	  0.68	0.02	
000655	金岭矿业	1.10	8.25	         49.12亿	      59534.01	--  	普钢	 -281.0万	0.24	          1.56	8.12	8.28	8.05	8.16	   1159	75690528	  1.27	0.09	
000629	*ST钒钛	-1.95	2.52	        120.14亿	     476729.66	--  	普钢	  -3661万	0.00	          1.41	2.55	2.56	2.49	2.57	   3318	168968304	  0.89	-0.05	
603003	龙宇燃油	-1.85	21.22	         42.86亿	      20200.00	   957.75	石油贸易	 -230.7万	-0.32	          0.98	21.51	21.66	21.15	21.62	    899	42267184	  0.96	-0.40	
600387	海越股份	0.90	12.37	         47.71亿	      38571.00	--  	石油贸易	  429.0万	-0.08	          0.95	12.26	12.45	12.21	12.26	    865	45548588	  1.07	0.11	
002221	东华能源	-1.59	14.88	        189.27亿	     127197.40	    62.22	石油贸易	  -4598万	0.00	          1.35	15.06	15.18	14.70	15.12	   3170	255038544	  0.72	-0.24	
000554	泰山石油	-0.93	9.60	         34.81亿	      36264.96	  1891.49	石油贸易	  -2871万	0.00	          4.42	9.64	9.72	9.50	9.69	   1710	153619120	  0.61	-0.09	
000159	国际实业	2.58	8.34	         40.13亿	      48113.92	--  	石油贸易	   1167万	0.12	          3.93	8.14	8.35	8.03	8.13	   2096	155053536	  1.46	0.21	
000096	广聚能源	-0.92	14.05	         71.77亿	      51084.80	    45.32	石油贸易	  -13.6万	0.00	          0.68	14.19	14.25	13.88	14.18	   1324	48523444	  0.54	-0.13	
603798	康普顿	0.71	60.79	         15.20亿	       2500.00	    51.58	石油加工	   -5.5万	0.00	          3.85	60.39	61.39	60.20	60.36	   1120	58547400	  0.91	0.43	
600688	上海石化	0.17	5.97	        436.11亿	     730500.00	    10.41	石油加工	 -179.8万	0.16	          0.32	5.96	5.98	5.90	5.96	   1712	136702176	  1.24	0.01	
600339	*ST天利	-2.45	6.36	         36.77亿	      57815.46	--  	石油加工	  -1067万	0.00	          1.87	6.49	6.55	6.26	6.52	   1369	69073616	  0.77	-0.16	
600028	中国石化	0.82	4.94	       4720.55亿	    9555777.00	    15.53	石油加工	   5108万	0.20	          0.05	4.88	4.94	4.88	4.90	   2246	245173776	  0.84	0.04	
002778	高科石化	-1.69	53.48	         11.93亿	       2230.00	   140.85	石油加工	   1993万	-0.27	         20.03	53.02	54.00	52.58	54.40	   2471	237670480	  1.28	-0.92	
002377	国创高新	--  	9.18	         39.65亿	      43194.73	--  	石油加工	--  	--  	          0.00	--  	--  	--  	9.18	      0	0	  0.00	--  	
000819	岳阳兴长	2.33	31.60	         81.65亿	      25839.83	   252.22	石油加工	   1473万	0.12	          2.48	30.88	32.86	30.88	30.88	   2168	204811376	  2.00	0.72	
000637	茂化实华	-2.19	7.58	         27.78亿	      36649.50	   403.49	石油加工	 -226.3万	-0.13	          4.25	7.72	7.77	7.50	7.75	   2119	118755936	  1.13	-0.17	
000059	华锦股份	-0.45	8.91	        124.74亿	     139997.09	     7.87	石油加工	  -1504万	-0.11	          1.13	8.94	8.99	8.82	8.95	   3194	141252880	  0.54	-0.04	
601857	中国石油	0.27	7.30	      11820.31亿	   16192208.00	  1265.20	石油开采	   90.1万	0.00	          0.01	7.28	7.30	7.26	7.28	   1314	125256616	  1.03	0.02	
601808	中海油服	-0.08	12.26	        362.95亿	     296046.81	--  	石油开采	 -542.1万	0.00	          0.09	12.29	12.32	12.16	12.27	    854	33272100	  0.47	-0.01	
600871	石化油服	0.51	3.97	        111.89亿	     281833.34	--  	石油开采	  431.7万	0.25	          0.81	3.94	3.97	3.93	3.95	   1668	90046304	  0.54	0.02	
600759	洲际油气	0.00	7.99	        126.31亿	     158082.94	   540.61	石油开采	   0.00	0.00	          0.00	--  	--  	--  	7.99	      1	0	  0.00	0.00	
