代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
600958	东方证券	0.56	16.02	        500.81亿	     312615.50	    38.79	证券	 -403.4万	-0.06	          0.47	16.01	16.10	15.94	15.93	   2056	233098464	  1.40	0.09	
600837	海通证券	-0.13	15.96	       1291.50亿	     809213.13	    21.52	证券	  -1417万	-0.06	          0.11	15.98	16.04	15.88	15.98	   1612	143766144	  0.70	-0.02	
600369	西南证券	-0.27	7.31	        339.56亿	     464510.91	    23.98	证券	 -761.9万	0.00	          0.29	7.30	7.33	7.27	7.33	   1510	99382712	  1.02	-0.02	
600109	国金证券	-0.15	12.91	        390.44亿	     302435.94	    30.60	证券	  -1894万	0.07	          0.57	12.90	12.93	12.81	12.93	   1926	221266640	  1.07	-0.02	
600061	国投安信	-0.56	16.12	        316.33亿	     196236.50	    21.48	证券	  -1306万	0.12	          0.58	16.21	16.28	15.97	16.21	   2053	182632544	  0.76	-0.09	
600030	中信证券	0.43	16.46	       1615.49亿	     981466.19	    19.02	证券	   4039万	0.00	          0.44	16.40	16.48	16.31	16.39	   2478	706858944	  0.77	0.07	
002797	第一创业	-1.14	34.69	         75.97亿	      21900.00	   164.60	证券	  -2894万	0.00	          4.39	35.10	35.12	34.35	35.09	   3698	333190240	  0.90	-0.40	
002736	国信证券	-0.83	16.64	        365.26亿	     219505.95	    31.06	证券	  -1101万	0.06	          0.35	16.78	16.83	16.55	16.78	   2175	128389456	  1.01	-0.14	
002673	西部证券	-0.67	23.81	        665.63亿	     279556.97	    56.52	证券	  -8363万	0.08	          0.85	23.90	23.97	23.62	23.97	   3914	565310656	  0.82	-0.16	
002500	山西证券	-0.93	13.79	        343.16亿	     248846.95	   107.55	证券	  -5878万	0.36	          1.09	13.87	13.93	13.57	13.92	   3758	370929536	  1.14	-0.13	
000783	长江证券	-0.19	10.68	        506.49亿	     474239.22	    26.48	证券	 -892.0万	0.00	          0.28	10.68	10.71	10.58	10.70	   2412	139941568	  0.68	-0.02	
000776	广发证券	0.00	16.65	        985.56亿	     591929.13	    15.74	证券	  -1221万	-0.11	          0.37	16.66	16.71	16.50	16.65	   3033	358741152	  0.79	0.00	
000750	国海证券	-0.14	7.07	        298.04亿	     421553.88	    27.43	证券	  -3429万	0.14	          0.66	7.08	7.10	7.02	7.08	   2608	197069920	  0.97	-0.01	
000728	国元证券	-0.93	20.25	        397.73亿	     196410.00	    38.95	证券	  -5755万	0.09	          1.35	20.30	20.33	20.10	20.44	   3494	536219968	  0.82	-0.19	
000686	东北证券	-0.56	12.40	        259.22亿	     209047.84	    24.67	证券	  -2071万	0.00	          0.73	12.46	12.47	12.34	12.47	   2427	189992048	  0.84	-0.07	
000166	申万宏源	0.31	6.42	        462.20亿	     719930.25	    30.60	证券	  333.8万	0.15	          0.34	6.40	6.43	6.35	6.40	   2919	155409872	  0.80	0.02	
601229	上海银行	--  	0.00	--  	--  	--  	银行	--  	--  	--  	--  	--  	--  	--  	      0	0	--  	--  	
600926	杭州银行	--  	0.00	--  	--  	--  	银行	--  	--  	--  	--  	--  	--  	--  	      0	0	--  	--  	
601998	中信银行	-0.17	5.96	       1901.55亿	    3190516.50	     6.18	银行	  -1430万	0.16	          0.05	5.96	5.97	5.92	5.97	   1764	103020856	  0.83	-0.01	
601997	贵阳银行	0.59	15.34	         76.70亿	      50000.00	    11.43	银行	   1036万	0.06	          4.15	15.24	15.46	15.18	15.25	   2202	318290688	  1.04	0.09	
601988	中国银行	0.00	3.38	       7123.88亿	   21076552.00	     5.35	银行	  -1097万	0.29	          0.02	3.38	3.38	3.36	3.38	   2304	162778784	  0.72	0.00	
601939	建设银行	0.00	5.16	        495.03亿	     959365.75	     4.83	银行	  163.3万	0.19	          0.60	5.15	5.16	5.13	5.16	   2041	294766272	  1.14	0.00	
601818	光大银行	-0.26	3.77	       1500.85亿	    3981036.00	     5.35	银行	 -527.8万	0.00	          0.10	3.77	3.78	3.75	3.78	   1958	153178256	  0.82	-0.01	
601398	工商银行	0.00	4.42	      11916.86亿	   26961222.00	     5.24	银行	  875.5万	0.00	          0.03	4.41	4.43	4.39	4.42	   1832	298373664	  1.27	0.00	
601328	交通银行	0.18	5.54	       2174.50亿	    3925086.50	     5.46	银行	  696.7万	0.00	          0.07	5.52	5.54	5.51	5.53	   1997	159282960	  0.68	0.01	
601288	农业银行	0.00	3.14	       9233.34亿	   29405530.00	     4.85	银行	 -675.8万	0.31	          0.01	3.14	3.14	3.13	3.14	   1863	123676416	  0.58	0.00	
601169	北京银行	-0.22	9.18	       1395.97亿	    1520667.63	     6.57	银行	  -1866万	-0.10	          0.12	9.24	9.24	9.13	9.20	   2250	169714448	  0.63	-0.02	
601166	兴业银行	0.50	16.09	       3065.52亿	    1905233.63	     5.21	银行	   1.14亿	0.06	          0.16	15.98	16.11	15.97	16.01	   2131	496735072	  1.07	0.08	
601128	常熟银行	9.97	9.93	         22.07亿	      22227.27	    20.91	银行	   0.00	0.00	          0.33	9.93	9.93	9.93	9.03	    435	7188943	  5.03	0.90	
601009	南京银行	-0.29	10.14	        584.46亿	     576393.06	     7.04	银行	 -330.2万	0.00	          0.27	10.17	10.17	10.11	10.17	   2163	158601872	  0.87	-0.03	
600919	江苏银行	1.29	10.20	        117.75亿	     115445.00	    10.50	银行	   8127万	0.00	          5.81	10.07	10.22	10.04	10.07	   2686	680865536	  1.57	0.13	
600908	无锡银行	2.16	13.25	         24.49亿	      18481.15	    25.91	银行	   4741万	-0.15	         42.84	13.00	13.97	12.83	12.97	   2760	1061258880	  1.93	0.28	
600036	招商银行	0.06	18.10	       3733.84亿	    2062894.50	     6.48	银行	  -1495万	0.00	          0.06	18.10	18.15	18.00	18.09	   1823	221243824	  1.00	0.01	
600016	民生银行	0.54	9.24	       2730.58亿	    2955177.00	     6.19	银行	   5245万	-0.10	          0.12	9.18	9.26	9.17	9.19	   2402	322788480	  0.94	0.05	
600015	华夏银行	0.10	10.25	       1095.27亿	    1068557.25	     5.57	银行	 -788.4万	0.00	          0.19	10.24	10.26	10.23	10.24	   2074	206926928	  0.64	0.01	
600000	浦发银行	0.18	16.46	       3377.40亿	    2051881.88	     6.65	银行	  -2773万	0.06	          0.05	16.43	16.47	16.38	16.43	   2132	175020224	  0.78	0.03	
002807	江阴银行	1.09	12.94	         27.10亿	      20944.55	    31.61	银行	   1427万	-0.30	         12.02	12.80	13.20	12.73	12.80	   3463	327402688	  0.80	0.14	
002142	宁波银行	0.51	15.76	        544.11亿	     345246.19	     7.42	银行	   2068万	0.00	          0.27	15.65	15.82	15.61	15.68	   2170	144404016	  0.71	0.08	
000001	平安银行	0.22	9.09	       1329.97亿	    1463118.00	     6.35	银行	  828.7万	0.00	          0.23	9.06	9.09	9.04	9.07	   2927	304218688	  0.77	0.02	
603569	长久物流	-0.97	42.98	         17.20亿	       4001.00	    54.98	仓储物流	 -212.9万	-0.09	          4.47	43.05	43.20	42.65	43.40	   1478	76787640	  0.72	-0.42	
603128	华贸物流	-0.65	10.78	         87.14亿	      80834.89	    40.00	仓储物流	  -1291万	0.09	          1.34	10.75	10.95	10.56	10.85	   1700	116455936	  0.71	-0.07	
603117	万林股份	0.30	16.81	         39.52亿	      23510.50	    82.26	仓储物流	 -714.6万	0.23	          1.56	16.68	16.84	16.59	16.76	   1108	61165288	  1.19	0.05	
600794	保税科技	0.00	5.90	         65.06亿	     110277.40	   132.56	仓储物流	 -186.7万	-0.16	          1.23	5.91	6.02	5.87	5.90	   1431	80266128	  1.16	0.00	
600787	中储股份	0.86	8.25	        153.44亿	     185982.84	    22.14	仓储物流	  299.4万	0.12	          0.80	8.18	8.26	8.10	8.18	   1456	121318808	  1.20	0.07	
600270	外运发展	0.36	19.29	        174.67亿	      90548.17	    17.89	仓储物流	 -688.5万	0.31	          0.76	19.15	19.31	18.82	19.22	   1591	131478440	  0.69	0.07	
600180	瑞茂通	-0.84	15.28	        134.71亿	      88161.89	    42.25	仓储物流	 -117.0万	-0.06	          0.46	15.29	15.40	15.15	15.41	   1402	61554776	  0.92	-0.13	
600119	长江投资	-0.81	25.68	         78.94亿	      30740.00	    54.37	仓储物流	  -2707万	-0.15	          2.46	25.80	25.93	25.53	25.89	   2059	194221024	  0.67	-0.21	
600057	象屿股份	0.00	10.98	        107.97亿	      98332.71	    42.08	仓储物流	  -65.8万	0.00	          0.24	10.97	11.00	10.86	10.98	    828	25798408	  0.85	0.00	
300350	华鹏飞	5.40	30.85	         24.82亿	       8045.83	   132.34	仓储物流	   1136万	-0.16	          9.54	29.28	31.30	29.03	29.27	   2507	232013840	  2.48	1.58	
300240	飞力达	0.27	10.97	         40.06亿	      36519.89	    60.94	仓储物流	  153.9万	0.09	          1.72	10.89	11.01	10.76	10.94	   1585	68485304	  0.85	0.03	
300013	新宁物流	2.02	16.14	         36.66亿	      22715.93	   512.34	仓储物流	   1086万	0.06	          3.84	15.71	16.25	15.68	15.82	   2359	139512784	  1.85	0.32	
002800	天顺股份	0.51	74.18	         13.86亿	       1868.00	   189.16	仓储物流	   59.9万	-0.02	          4.49	73.90	74.50	73.12	73.80	   1545	61916196	  0.90	0.38	
002769	普路通	0.42	26.03	         48.95亿	      18807.05	    43.12	仓储物流	 -130.4万	0.00	          2.23	25.81	26.24	25.60	25.92	   2193	108860248	  0.76	0.11	
002711	欧浦智网	0.28	14.50	         36.44亿	      25131.99	    43.72	仓储物流	  353.2万	0.06	          3.97	14.41	14.51	14.16	14.46	   2242	142918736	  1.16	0.04	
002492	恒基达鑫	--  	12.66	         29.80亿	      23541.99	    59.62	仓储物流	--  	--  	          0.00	--  	--  	--  	12.66	      0	0	  0.00	--  	
002245	澳洋顺昌	-0.09	10.66	         96.46亿	      90490.95	    58.40	仓储物流	   83.6万	0.09	          1.66	10.64	10.78	10.50	10.67	   3025	159617008	  0.61	-0.01	
002210	飞马国际	0.52	17.54	        132.73亿	      75673.97	    77.20	仓储物流	  752.2万	0.05	          0.98	17.31	17.65	17.22	17.45	   2494	130018568	  1.74	0.09	
002183	怡 亚 通	2.39	12.83	        269.19亿	     209810.94	    43.46	仓储物流	   1.58亿	-0.23	          6.54	12.48	13.25	12.43	12.53	   4604	1773075712	  2.08	0.30	
603822	嘉澳环保	0.06	64.51	         11.84亿	       1835.00	   140.92	环境保护	  511.0万	0.01	          8.66	64.43	65.40	63.89	64.47	   1290	102633920	  1.20	0.04	
603588	高能环境	1.73	34.79	         84.45亿	      24275.63	   154.21	环境保护	   1203万	-0.17	          3.21	34.01	35.28	33.94	34.20	   2166	271447232	  1.24	0.59	
603568	伟明环保	-1.65	27.41	         35.81亿	      13063.79	    56.08	环境保护	 -197.5万	0.00	          6.00	27.95	28.07	27.29	27.87	   2191	215819760	  0.98	-0.46	
603126	中材节能	0.34	11.89	         25.92亿	      21804.00	    61.28	环境保护	 -298.0万	0.25	          4.07	11.81	11.96	11.61	11.85	   1522	104251232	  1.39	0.04	
600874	创业环保	2.52	9.34	        101.55亿	     108722.84	    28.16	环境保护	   1060万	-0.10	          3.39	9.17	9.48	9.13	9.11	   2472	344657088	  2.01	0.23	
600526	菲达环保	0.30	13.40	         54.52亿	      40688.94	   152.77	环境保护	  305.1万	0.07	          2.64	13.35	13.50	13.30	13.36	   1814	144178272	  1.33	0.04	
600481	双良节能	1.92	6.90	        111.81亿	     162049.56	    91.34	环境保护	 -652.6万	0.14	          5.04	7.00	7.07	6.81	6.77	   2583	566219328	  6.85	0.13	
600388	龙净环保	0.23	13.14	        140.47亿	     106905.00	    35.68	环境保护	 -661.3万	-0.07	          1.24	13.11	13.24	13.05	13.11	   1868	173793984	  1.15	0.03	
600292	远达环保	0.38	13.07	        102.05亿	      78081.68	    87.43	环境保护	  615.0万	0.00	          1.08	13.02	13.13	12.95	13.02	   1509	110397488	  1.06	0.05	
600217	中再资环	0.24	8.52	         58.96亿	      69198.27	   223.41	环境保护	   -7.5万	0.00	          0.67	8.45	8.58	8.44	8.50	    813	39686960	  0.63	0.02	
600008	首创股份	-0.23	4.38	        211.14亿	     482061.41	    41.13	环境保护	 -729.8万	-0.22	          0.74	4.37	4.41	4.33	4.39	   1992	156288288	  1.15	-0.01	
300425	环能科技	-1.36	34.82	         23.79亿	       6831.66	    91.45	环境保护	 -549.8万	0.05	          5.82	34.92	34.98	34.35	35.30	   2173	137788528	  1.11	-0.48	
300422	博世科	-0.76	41.90	         29.04亿	       6931.39	   128.88	环境保护	 -904.3万	-0.14	          8.31	43.16	44.17	41.80	42.22	   2656	246136128	  1.15	-0.32	
300388	国祯环保	0.41	24.64	         35.70亿	      14486.67	    85.78	环境保护	   -4.5万	0.04	          2.94	24.58	24.77	24.30	24.54	   1943	104477464	  1.05	0.10	
300385	雪浪环境	0.79	38.32	         18.36亿	       4791.37	    70.11	环境保护	 -323.9万	-0.02	          4.03	38.00	38.55	37.77	38.02	   1217	73692608	  1.58	0.30	
300362	天翔环境	0.09	21.90	         36.11亿	      16487.66	   221.03	环境保护	  -1686万	0.55	          8.11	21.68	21.90	21.38	21.88	   3156	289286208	  0.81	0.02	
300355	蒙草生态	-3.46	12.56	         68.38亿	      54442.71	    51.35	环境保护	  -1.96亿	0.00	         16.93	12.79	12.95	12.43	13.01	   4509	1168435200	  1.07	-0.45	
300332	天壕环境	-1.58	9.94	         62.95亿	      63334.46	    65.11	环境保护	 -617.1万	0.00	          1.34	10.01	10.11	9.85	10.10	   1811	84750864	  1.37	-0.16	
300272	开能环保	-1.19	15.84	         32.03亿	      20220.02	    75.81	环境保护	 -216.4万	0.06	          1.43	15.92	16.00	15.65	16.03	   1127	45600928	  1.09	-0.19	
300262	巴安水务	-0.05	18.91	         43.55亿	      23028.75	    51.66	环境保护	  769.4万	0.05	          2.64	18.92	19.21	18.62	18.92	   1895	114730840	  0.77	-0.01	
300203	聚光科技	-1.54	33.30	        148.70亿	      44654.42	    88.55	环境保护	  -1938万	0.24	          1.22	33.71	33.73	32.87	33.82	   2083	181467520	  0.78	-0.52	
300197	铁汉生态	-1.01	12.79	        100.88亿	      78872.35	    54.79	环境保护	  -2922万	0.07	          2.61	12.81	13.15	12.48	12.92	   3030	262107376	  0.88	-0.13	
300190	维尔利	--  	17.27	         56.22亿	      32553.92	    75.96	环境保护	--  	--  	          0.00	--  	--  	--  	17.27	      0	0	  0.00	--  	
300187	永清环保	1.76	15.64	         92.69亿	      59266.16	    88.50	环境保护	   1114万	0.12	          1.67	15.42	15.75	15.32	15.37	   2459	154398560	  1.61	0.27	
300172	中电环保	2.47	11.20	         38.25亿	      34151.00	    59.34	环境保护	   1365万	0.00	          7.38	10.96	11.35	10.86	10.93	   3566	281878016	  1.79	0.27	
300156	神雾环保	-0.21	27.99	        183.24亿	      65466.25	    55.53	环境保护	  -2257万	0.03	          1.22	28.19	28.30	27.48	28.05	   2577	221256336	  0.76	-0.06	
300152	科融环境	-1.13	9.59	         68.36亿	      71280.00	   280.98	环境保护	  -2427万	-0.10	          4.31	9.68	9.83	9.53	9.70	   3435	296422912	  0.69	-0.11	
300137	先河环保	-0.18	16.51	         47.97亿	      29057.75	    65.67	环境保护	 -872.8万	0.06	          4.72	16.52	16.74	16.27	16.54	   2828	225984528	  1.30	-0.03	
300090	盛运环保	-0.42	11.73	         92.31亿	      78697.56	    95.24	环境保护	  -1063万	0.17	          2.26	11.85	11.85	11.51	11.78	   2248	207950656	  0.70	-0.05	
300072	三聚环保	-1.67	46.38	        414.02亿	      89266.25	    34.39	环境保护	  -9284万	0.15	          1.73	46.90	46.98	45.53	47.17	   3661	712339136	  0.79	-0.79	
300070	碧水源	--  	18.51	        371.82亿	     200873.31	   107.07	环境保护	--  	--  	          0.00	--  	--  	--  	18.51	      0	0	  0.00	--  	
300056	三维丝	-0.53	18.60	         46.65亿	      25081.42	    48.47	环境保护	  253.2万	0.00	          1.58	18.67	18.94	18.47	18.70	   1326	73737928	  1.41	-0.10	
300055	万邦达	-1.27	18.66	        119.17亿	      63862.46	    57.16	环境保护	  -2112万	0.10	          1.58	18.92	18.94	18.51	18.90	   2456	188695264	  0.96	-0.24	
002672	东江环保	4.16	20.52	         89.59亿	      43658.07	    43.29	环境保护	  -5561万	-0.09	          8.96	19.74	21.67	19.74	19.70	   4124	822518208	  7.18	0.82	
002658	雪迪龙	-0.12	16.80	         51.14亿	      30438.58	   112.00	环境保护	  127.1万	0.17	          0.97	16.78	17.01	16.65	16.82	   1347	49565616	  1.08	-0.02	
002616	长青集团	0.45	20.27	         45.40亿	      22397.63	    60.31	环境保护	  365.1万	0.00	          0.63	20.10	20.31	20.07	20.18	    764	28530382	  0.68	0.09	
002573	清新环境	0.92	17.47	        186.09亿	     106522.25	    34.63	环境保护	  664.0万	0.11	          0.79	17.31	17.47	17.17	17.31	   2269	146994224	  1.10	0.16	
002549	凯美特气	-2.17	11.25	         63.78亿	      56694.10	   593.17	环境保护	 -629.7万	-0.08	          0.73	11.42	11.47	11.19	11.50	   1078	46692696	  0.58	-0.25	
002499	科林环保	-2.76	28.51	         39.24亿	      13765.05	   223.70	环境保护	  -6356万	0.10	         23.79	29.80	30.97	28.25	29.32	   3892	973344000	  1.91	-0.81	
002322	理工环科	5.57	19.15	         34.23亿	      17875.82	   145.79	环境保护	   2828万	1.00	          7.23	17.92	19.15	17.89	18.14	   2774	240274624	  1.65	1.01	
002200	云投生态	0.00	24.45	         26.36亿	      10782.91	    89.55	环境保护	 -394.9万	-0.08	          3.94	24.31	24.83	24.10	24.45	   2109	103841000	  1.03	0.00	
000920	南方汇通	2.98	16.96	         71.55亿	      42189.28	    69.86	环境保护	   1319万	-0.11	          1.73	16.49	16.99	16.40	16.47	   1953	122726584	  2.21	0.49	
000826	启迪桑德	0.35	34.45	        291.82亿	      84706.97	    33.52	环境保护	  597.2万	0.08	          0.42	34.38	34.76	34.28	34.33	   1686	123335696	  0.75	0.12	
000544	中原环保	-1.80	16.96	         45.70亿	      26945.98	    43.46	环境保护	 -167.7万	0.05	          1.19	17.27	17.27	16.87	17.27	   1645	54339428	  1.20	-0.31	
000035	中国天楹	0.12	8.06	         65.42亿	      81160.15	    69.35	环境保护	 -447.7万	0.00	          2.73	8.00	8.12	7.94	8.05	   2918	177787008	  0.63	0.01	
603393	新天然气	-1.40	56.47	         22.59亿	       4000.00	    56.62	供气供热	  -1062万	0.08	          9.16	57.00	57.26	56.12	57.27	   2028	206970432	  0.64	-0.80	
601139	深圳燃气	-0.42	9.38	        204.62亿	     218148.45	    19.19	供气供热	  -24.8万	-0.31	          0.14	9.39	9.43	9.32	9.42	   1024	28346060	  0.90	-0.04	
600982	宁波热电	-1.46	5.41	         36.58亿	      67613.00	    53.34	供气供热	  -89.1万	0.18	          1.75	5.46	5.47	5.36	5.49	   1791	63892912	  1.15	-0.08	
600917	重庆燃气	0.06	15.77	         24.60亿	      15600.00	    59.82	供气供热	   2274万	0.50	          6.81	15.92	16.56	15.62	15.76	   1807	170410144	  1.06	0.01	
600856	中天能源	-0.65	12.16	         93.76亿	      77103.03	    29.40	供气供热	   -5.9万	-0.08	          1.01	12.15	12.24	12.12	12.24	   2367	94487312	  0.49	-0.08	
600719	大连热电	-0.26	7.79	         31.52亿	      40459.96	    58.43	供气供热	 -129.3万	0.12	          1.66	7.81	7.85	7.68	7.81	   1293	52082044	  0.77	-0.02	
600681	百川能源	-0.98	13.09	         32.64亿	      24933.41	    46.30	供气供热	   16.5万	-0.15	          1.65	13.30	13.38	12.96	13.22	   1687	54019912	  0.76	-0.13	
600635	大众公用	0.00	6.24	        153.96亿	     246730.45	    24.62	供气供热	 -796.8万	0.00	          0.53	6.26	6.28	6.20	6.24	   1464	80961472	  0.87	0.00	
600617	国新能源	-0.26	11.62	         26.20亿	      22548.17	    21.60	供气供热	   0.00	-0.08	          0.85	11.60	11.65	11.46	11.65	    851	22184148	  0.91	-0.03	
600333	长春燃气	0.23	8.79	         46.55亿	      52961.98	  1702.64	供气供热	   1065万	0.11	          1.89	8.76	8.84	8.66	8.77	   1517	87741528	  1.14	0.02	
600167	联美控股	0.12	17.00	         35.87亿	      21100.00	    18.31	供气供热	 -150.5万	0.29	          0.58	16.88	17.05	16.80	16.98	    609	20684896	  0.62	0.02	
300335	迪森股份	-0.43	18.40	         37.78亿	      20534.51	    76.79	供气供热	 -134.3万	-0.32	          1.00	18.53	18.55	18.21	18.48	    858	37835104	  0.53	-0.08	
002700	新疆浩源	0.37	16.30	         51.03亿	      31309.33	    87.18	供气供热	  -52.8万	0.18	          1.58	16.24	16.35	16.05	16.24	   1598	80459968	  0.93	0.06	
002524	光正集团	2.65	9.30	         46.46亿	      49952.60	--  	供气供热	   2130万	0.00	          5.33	9.09	9.33	8.90	9.06	   1882	243198864	  2.02	0.24	
002267	陕天然气	-0.86	10.43	        115.99亿	     111207.54	    15.09	供气供热	  -23.9万	0.00	          0.41	10.51	10.52	10.35	10.52	   1867	47494444	  1.25	-0.09	
000695	滨海能源	-0.65	16.84	         37.34亿	      22172.13	--  	供气供热	  -67.3万	-0.05	          0.80	17.05	17.05	16.74	16.95	    875	29965050	  0.65	-0.11	
000692	惠天热电	-0.49	6.15	         32.77亿	      53278.58	    40.87	供气供热	   0.00	0.00	          1.22	6.17	6.18	6.10	6.18	   1650	39730908	  0.82	-0.03	
000669	金鸿能源	-0.31	16.08	         76.95亿	      47852.60	    29.63	供气供热	  -84.7万	0.00	          0.49	16.10	16.13	15.95	16.13	   1073	37312548	  0.69	-0.05	
000593	大通燃气	-3.67	13.12	         29.28亿	      22317.83	   358.19	供气供热	  -1848万	-0.07	          9.09	13.56	13.65	13.11	13.62	   3383	270347872	  0.49	-0.50	
000421	南京公用	-0.96	10.35	         40.60亿	      39230.91	    25.02	供气供热	 -150.5万	0.09	          1.33	10.41	10.48	10.25	10.45	   1509	53895568	  0.62	-0.10	
000407	胜利股份	1.99	6.65	         43.99亿	      66144.90	   158.45	供气供热	  685.9万	-0.15	          1.74	6.50	6.67	6.47	6.52	   1486	75459880	  1.31	0.13	
601368	绿城水务	-0.99	12.95	         38.10亿	      29420.26	    42.85	水务	 -857.9万	0.15	          2.32	13.09	13.09	12.82	13.08	   1484	88112496	  1.23	-0.13	
601199	江南水务	-1.77	9.46	         88.47亿	      93520.00	    25.81	水务	  -1074万	-0.10	          1.40	9.53	9.54	9.34	9.63	   1970	123458040	  0.97	-0.17	
601158	重庆水务	1.36	8.22	        394.56亿	     480000.00	    26.06	水务	  -4159万	0.12	          1.48	8.06	8.38	8.00	8.11	   2487	581910976	  3.86	0.11	
600461	洪城水业	-0.48	8.28	         49.18亿	      59400.00	    23.96	水务	  -36.5万	-0.12	          1.07	8.33	8.34	8.17	8.32	   1884	52301768	  0.93	-0.04	
600323	瀚蓝环境	-1.24	15.19	         95.50亿	      62871.00	    22.23	水务	  -1181万	0.00	          1.32	15.34	15.40	15.09	15.38	   1974	126033912	  0.90	-0.19	
600283	钱江水利	-0.68	13.10	         44.01亿	      33591.60	--  	水务	 -368.3万	0.22	          2.17	13.09	13.28	12.96	13.19	   1467	95442816	  1.10	-0.09	
600187	国中水务	5.00	6.72	         97.82亿	     145562.42	   241.40	水务	   2.17亿	0.74	         15.56	6.30	6.88	6.27	6.40	   2867	1509254144	  1.98	0.32	
600168	武汉控股	0.00	11.23	         79.68亿	      70956.96	    22.80	水务	   0.00	0.00	          0.00	--  	--  	--  	11.23	      1	0	  0.00	0.00	
000685	中山公用	-0.63	11.03	        110.02亿	      99745.07	    17.37	水务	 -943.8万	-0.09	          0.79	11.09	11.13	10.97	11.10	   1735	87013784	  1.09	-0.07	
000605	渤海股份	-2.71	23.65	         28.01亿	      11843.54	   178.74	水务	 -656.7万	0.00	          6.24	24.24	24.27	23.58	24.31	   2744	176343184	  0.83	-0.66	
000598	兴蓉环境	-0.32	6.19	        184.85亿	     298621.88	    19.65	水务	 -568.2万	0.00	          1.87	6.19	6.27	6.15	6.21	   3725	346912832	  1.14	-0.02	
600834	申通地铁	-0.07	14.61	         69.75亿	      47738.19	    99.23	公共交通	  -72.2万	0.20	          0.40	14.58	14.64	14.40	14.62	    775	27674056	  0.60	-0.01	
600676	交运股份	-0.65	9.24	         79.68亿	      86237.39	    26.39	公共交通	  -75.5万	0.00	          0.49	9.29	9.29	9.16	9.30	   1212	39256656	  0.79	-0.06	
600662	强生控股	-1.45	12.21	        128.62亿	     105336.21	    68.62	公共交通	  -2071万	0.00	          1.40	12.31	12.35	12.04	12.39	   2192	180208240	  0.61	-0.18	
600650	锦江投资	0.20	25.19	         98.38亿	      39056.01	    54.34	公共交通	  445.4万	0.03	          0.90	25.11	25.32	24.81	25.14	   1703	87809840	  0.88	0.05	
600611	大众交通	-0.58	6.90	        107.87亿	     156331.64	    31.40	公共交通	    8.6万	0.14	          0.67	6.92	6.93	6.86	6.94	   1395	71685936	  0.88	-0.04	
600386	北巴传媒	0.00	15.86	         63.95亿	      40320.00	    62.82	公共交通	 -235.8万	-0.06	          0.48	15.78	15.92	15.76	15.86	    713	30473084	  0.40	0.00	
600804	鹏博士	1.02	21.81	        302.97亿	     138912.95	    38.15	电信运营	   3015万	-0.04	          1.07	21.50	21.99	21.50	21.59	   1878	321446016	  0.73	0.22	
600050	中国联通	9.53	5.17	       1095.86亿	    2119659.75	   122.72	电信运营	   3.19亿	-0.19	          2.49	4.71	5.19	4.66	4.72	   2825	2623502336	  2.08	0.45	
300383	光环新网	-1.40	34.54	        121.47亿	      35167.14	    94.37	电信运营	  -3331万	0.00	          1.62	34.98	34.98	34.18	35.03	   2495	195808352	  1.10	-0.49	
300017	网宿科技	-8.96	64.00	        323.91亿	      50610.92	    43.33	电信运营	  -5.36亿	-0.06	          7.47	68.90	68.90	64.00	70.30	   4654	2450771456	  8.16	-6.30	
002467	二六三	-0.15	13.38	         79.97亿	      59766.25	    62.27	电信运营	 -329.0万	0.00	          0.87	13.40	13.41	13.24	13.40	   1762	68981704	  0.61	-0.02	
002093	国脉科技	-1.37	11.51	         98.17亿	      85287.47	   122.56	电信运营	 -587.4万	-0.08	          0.66	11.59	11.65	11.42	11.67	   1689	64690088	  0.72	-0.16	
603100	川仪股份	0.00	14.67	         33.94亿	      23138.14	    45.41	电器仪表	   0.00	0.00	          0.00	--  	--  	--  	14.67	      1	0	  0.00	0.00	
601567	三星医疗	-0.15	13.08	        132.82亿	     101545.89	    45.53	电器仪表	   0.00	0.07	          0.14	13.06	13.12	13.00	13.10	    567	19075916	  0.67	-0.02	
601222	林洋能源	0.11	9.29	        132.21亿	     142310.55	    36.72	电器仪表	  -71.1万	0.43	          1.23	9.28	9.33	9.16	9.28	   2029	161623392	  0.82	0.01	
600651	飞乐音响	0.77	11.73	         90.16亿	      76862.18	   104.59	电器仪表	  362.9万	0.17	          0.83	11.64	11.74	11.54	11.64	   1247	74302880	  1.04	0.09	
600366	宁波韵升	-0.73	21.72	        113.06亿	      52054.87	     8.16	电器仪表	  -1165万	-0.09	          0.98	21.88	21.88	21.60	21.88	   1507	110447416	  0.92	-0.16	
300553	集智股份	--  	0.00	--  	--  	--  	电器仪表	--  	--  	--  	--  	--  	--  	--  	      0	0	--  	--  	
300516	久之洋	0.48	130.53	         39.16亿	       3000.00	   152.72	电器仪表	 -162.2万	-0.03	          3.13	130.20	131.25	129.65	129.91	   1692	122685648	  0.58	0.62	
300515	三德科技	0.51	62.67	         15.67亿	       2500.00	   202.84	电器仪表	  724.1万	0.01	          5.90	62.09	63.55	62.09	62.35	   1544	92805176	  0.68	0.32	
300480	光力科技	--  	22.22	         14.17亿	       6375.66	   140.96	电器仪表	--  	--  	          0.00	--  	--  	--  	22.22	      0	0	  0.00	--  	
